,angle,wl,Trans
0,0.0,1.0,0.22675705514188554
1,1.0526315789473684,1.0,0.22699438647477452
2,2.1052631578947367,1.0,0.2272325340714297
3,3.1578947368421053,1.0,0.22747170382146029
4,4.2105263157894735,1.0,0.2274611956352693
5,5.263157894736842,1.0,-0.007725598405661307
6,6.315789473684211,1.0,-0.0158938600619509
7,7.368421052631579,1.0,-0.0013614815341389365
8,8.421052631578947,1.0,-0.001990569660350502
9,9.473684210526315,1.0,-0.001459695179074731
10,10.526315789473683,1.0,4.6599731951062625e-05
11,11.578947368421051,1.0,-2.706355890650686e-05
12,12.631578947368421,1.0,1.545553205612623e-05
13,13.68421052631579,1.0,-0.0009081501850875231
14,14.736842105263158,1.0,6.926716645160085e-05
15,15.789473684210526,1.0,0.011353550540473838
16,16.842105263157894,1.0,0.005423091103873511
17,17.894736842105264,1.0,0.0012963543484429507
18,18.94736842105263,1.0,0.00016625483164756327
19,20.0,1.0,1.3035324023887479e-05
20,0.0,1.0210526315789474,0.22058950081806705
21,1.0526315789473684,1.0210526315789474,0.22077922961809734
22,2.1052631578947367,1.0210526315789474,0.22096929702912546
23,3.1578947368421053,1.0210526315789474,0.22115987846329488
24,4.2105263157894735,1.0210526315789474,0.2213222384761181
25,5.263157894736842,1.0210526315789474,0.01228838968744819
26,6.315789473684211,1.0210526315789474,-0.00926401110864345
27,7.368421052631579,1.0210526315789474,-0.011069000276802346
28,8.421052631578947,1.0210526315789474,0.010129474607508217
29,9.473684210526315,1.0210526315789474,0.002388446094101297
30,10.526315789473683,1.0210526315789474,-0.00029794845994392683
31,11.578947368421051,1.0210526315789474,-2.6064918056989536e-05
32,12.631578947368421,1.0210526315789474,-1.2340832054337172e-05
33,13.68421052631579,1.0210526315789474,-0.0007221307694883132
34,14.736842105263158,1.0210526315789474,0.0004080720520552394
35,15.789473684210526,1.0210526315789474,0.01414361041527943
36,16.842105263157894,1.0210526315789474,0.007756774435785154
37,17.894736842105264,1.0210526315789474,0.002671597220858259
38,18.94736842105263,1.0210526315789474,0.00040803250281212794
39,20.0,1.0210526315789474,3.8495863213748457e-05
40,0.0,1.0421052631578946,0.2053949646765546
41,1.0526315789473684,1.0421052631578946,0.20557756573061925
42,2.1052631578947367,1.0421052631578946,0.2057598957177938
43,3.1578947368421053,1.0421052631578946,0.20594213535384417
44,4.2105263157894735,1.0421052631578946,0.20608788502785633
45,5.263157894736842,1.0421052631578946,-0.002570421810610853
46,6.315789473684211,1.0421052631578946,-0.02696367807745211
47,7.368421052631579,1.0421052631578946,0.006031827399176785
48,8.421052631578947,1.0421052631578946,0.037889489220669814
49,9.473684210526315,1.0421052631578946,0.031993107368514184
50,10.526315789473683,1.0421052631578946,-0.0005604038116224189
51,11.578947368421051,1.0421052631578946,-6.357031845183909e-05
52,12.631578947368421,1.0421052631578946,-6.516531091501948e-06
53,13.68421052631579,1.0421052631578946,-0.002222267037335232
54,14.736842105263158,1.0421052631578946,0.000117202426564653
55,15.789473684210526,1.0421052631578946,-0.018502713937759842
56,16.842105263157894,1.0421052631578946,0.009836250452892305
57,17.894736842105264,1.0421052631578946,0.005061565859188037
58,18.94736842105263,1.0421052631578946,0.0006780035030513955
59,20.0,1.0421052631578946,0.00010232945955738211
60,0.0,1.063157894736842,0.1832937880102846
61,1.0526315789473684,1.063157894736842,0.18350247569844239
62,2.1052631578947367,1.063157894736842,0.18371008181116646
63,3.1578947368421053,1.063157894736842,0.18391682452139763
64,4.2105263157894735,1.063157894736842,0.1841193992051954
65,5.263157894736842,1.063157894736842,0.0033591342914524765
66,6.315789473684211,1.063157894736842,-0.04846664293856715
67,7.368421052631579,1.063157894736842,-0.003472774053149047
68,8.421052631578947,1.063157894736842,0.0014289102538768692
69,9.473684210526315,1.063157894736842,-0.0036483715613325556
70,10.526315789473683,1.063157894736842,0.0038628909702489553
71,11.578947368421051,1.063157894736842,-0.00010531832836728544
72,12.631578947368421,1.063157894736842,-1.2050445565161694e-05
73,13.68421052631579,1.063157894736842,0.0011944581644642298
74,14.736842105263158,1.063157894736842,0.0002770568244049029
75,15.789473684210526,1.063157894736842,7.96439331356782e-05
76,16.842105263157894,1.063157894736842,0.012571108883473202
77,17.894736842105264,1.063157894736842,0.004777857452068716
78,18.94736842105263,1.063157894736842,0.0016433177654636586
79,20.0,1.063157894736842,0.00026164328895713897
80,0.0,1.0842105263157895,0.16216222438907468
81,1.0526315789473684,1.0842105263157895,0.16237124861584337
82,2.1052631578947367,1.0842105263157895,0.16257926654973331
83,3.1578947368421053,1.0842105263157895,0.16278648306098037
84,4.2105263157894735,1.0842105263157895,0.16299181426288314
85,5.263157894736842,1.0842105263157895,0.002554786774129807
86,6.315789473684211,1.0842105263157895,-0.05123250172600278
87,7.368421052631579,1.0842105263157895,-0.021109188856305573
88,8.421052631578947,1.0842105263157895,-0.012424463351124158
89,9.473684210526315,1.0842105263157895,0.0008462790246130425
90,10.526315789473683,1.0842105263157895,-0.0011588438115464716
91,11.578947368421051,1.0842105263157895,-7.39301197621237e-05
92,12.631578947368421,1.0842105263157895,-9.648574757252302e-06
93,13.68421052631579,1.0842105263157895,-0.0007738139915402734
94,14.736842105263158,1.0842105263157895,0.0015728741553330803
95,15.789473684210526,1.0842105263157895,0.00020904632963676288
